Type,Date,Address,Hotel
Theft,04/01/18 11:00 PM,900 BLOCK OF 2ND AVE,San Francisco Marriott Marquis
Assault,04/01/18 11:00 PM,N/A,San Francisco Marriott Marquis
Theft,04/01/18 10:00 PM,300-302 W 47TH ST,San Francisco Marriott Marquis
Theft,04/01/18 10:00 PM,100 BLOCK OF E 51ST ST,San Francisco Marriott Marquis
Theft,04/01/18 09:00 PM,239-243 LEXINGTON AVE,San Francisco Marriott Marquis
Theft,04/01/18 09:00 PM,300 BLOCK OF 8TH AVE,San Francisco Marriott Marquis
Assault,04/01/18 08:00 PM,100 BLOCK OF W 45TH ST,San Francisco Marriott Marquis
Assault,04/01/18 08:00 PM,N/A,San Francisco Marriott Marquis
Theft,04/01/18 07:00 PM,400 BLOCK OF 7TH AVENUE,San Francisco Marriott Marquis
Theft,04/01/18 07:00 PM,500 BLOCK OF MADISON AVENUE,San Francisco Marriott Marquis
Theft,04/01/18 07:00 PM,N/A,San Francisco Marriott Marquis
Theft,04/01/18 06:00 PM,N/A,San Francisco Marriott Marquis
Theft,04/01/18 06:00 PM,1300 BLOCK OF BROADWAY,San Francisco Marriott Marquis
Theft,04/01/18 06:00 PM,1900 BLOCK OF BROADWAY,San Francisco Marriott Marquis
Theft,04/01/18 05:00 PM,N/A,San Francisco Marriott Marquis
Theft,04/01/18 05:00 PM,00 BLOCK OF UNKNOWN,San Francisco Marriott Marquis
Theft,04/01/18 05:00 PM,N/A,San Francisco Marriott Marquis
Theft,04/01/18 05:00 PM,N/A,San Francisco Marriott Marquis
Assault,04/01/18 01:00 PM,00 BLOCK OF W 21ST ST,San Francisco Marriott Marquis
Theft,04/01/18 11:00 AM,100 BLOCK OF E 31ST ST,San Francisco Marriott Marquis
Theft,04/01/18 09:00 AM,300 BLOCK OF W 39TH ST,San Francisco Marriott Marquis
Burglary,04/01/18 08:00 AM,100 BLOCK OF E 31ST ST,San Francisco Marriott Marquis
Theft,04/01/18 06:00 AM,700 BLOCK OF LEXINGTON AVENUE,San Francisco Marriott Marquis
Theft,04/01/18 06:00 AM,169-171 5TH AVE,San Francisco Marriott Marquis
Theft,04/01/18 05:00 AM,N/A,San Francisco Marriott Marquis
Assault,04/01/18 05:00 AM,00 BLOCK OF MADISON AVE,San Francisco Marriott Marquis
Burglary,04/01/18 05:00 AM,400 BLOCK OF 7TH AVENUE,San Francisco Marriott Marquis
Theft,04/01/18 04:00 AM,900 BLOCK OF 6TH AVE,San Francisco Marriott Marquis
Theft,04/01/18 03:00 AM,100 BLOCK OF W 39TH ST,San Francisco Marriott Marquis
Theft,04/01/18 02:00 AM,800 BLOCK OF 8TH AVE,San Francisco Marriott Marquis
Theft,04/01/18 01:00 AM,800 BLOCK OF 7TH AVE,San Francisco Marriott Marquis
Theft,04/01/18 01:00 AM,239-243 LEXINGTON AVE,San Francisco Marriott Marquis
Theft,04/01/18 01:00 AM,00 BLOCK OF W 34TH ST,San Francisco Marriott Marquis
Theft,04/01/18 12:00 AM,N/A,San Francisco Marriott Marquis
Assault,04/01/18 12:00 AM,400 BLOCK OF W 37TH ST,San Francisco Marriott Marquis
Theft,04/01/18 12:00 AM,800 BLOCK OF 11TH AVE,San Francisco Marriott Marquis
Assault,04/01/18 12:00 AM,600 BLOCK OF MADISON AVE,San Francisco Marriott Marquis
Theft,03/31/18 11:00 PM,N/A,San Francisco Marriott Marquis
Theft,03/31/18 11:00 PM,N/A,San Francisco Marriott Marquis
Theft,03/31/18 11:00 PM,400 BLOCK OF 7TH AVENUE,San Francisco Marriott Marquis
Theft,03/31/18 10:00 PM,00 BLOCK OF W 58TH ST,San Francisco Marriott Marquis
Theft,03/31/18 10:00 PM,100 BLOCK OF E 51ST ST,San Francisco Marriott Marquis
Theft,03/31/18 10:00 PM,N/A,San Francisco Marriott Marquis
Theft,03/31/18 10:00 PM,200 BLOCK OF W 50TH ST,San Francisco Marriott Marquis
Robbery,03/31/18 10:00 PM,7TH AVE,San Francisco Marriott Marquis
Robbery,03/31/18 09:00 PM,N/A,San Francisco Marriott Marquis
Theft,03/31/18 09:00 PM,300 BLOCK OF W 45TH ST,San Francisco Marriott Marquis
Theft,03/31/18 09:00 PM,101-117 W 36TH ST,San Francisco Marriott Marquis
Theft,03/31/18 08:00 PM,N/A,San Francisco Marriott Marquis
Theft,03/31/18 07:00 PM,00 BLOCK OF W 34TH ST,San Francisco Marriott Marquis
Other,04/11/18 08:49 PM,KEARNY ST AND THE EMBARCADERO NOR,Hotel Zephyr
Theft,04/11/18 08:01 PM,800 BLOCK OF CALIFORNIA ST,Hotel Zephyr
Theft,04/11/18 07:32 PM,00 BLOCK OF JEFFERSON ST,Hotel Zephyr
Other,04/11/18 05:53 PM,1400 BLOCK OF CALIFORNIA ST,Hotel Zephyr
Other,04/11/18 05:00 PM,1100 BLOCK OF PACIFIC AV,Hotel Zephyr
Arrest,04/11/18 01:32 PM,00 BLOCK OF MEDAU PL,Hotel Zephyr
Assault,04/11/18 12:13 PM,200 BLOCK OF SANSOME ST,Hotel Zephyr
Arrest,04/11/18 10:53 AM,500 BLOCK OF DAVIS ST,Hotel Zephyr
Other,04/10/18 09:37 PM,300 BLOCK OF BUSH ST,Hotel Zephyr
Other,04/10/18 09:20 PM,GREEN ST AND POWELL ST,Hotel Zephyr
Assault,04/10/18 08:36 PM,100 BLOCK OF JACKSON ST,Hotel Zephyr
Theft,04/10/18 07:42 PM,800 BLOCK OF VALLEJO ST,Hotel Zephyr
Assault,04/10/18 07:11 PM,STOCKTON ST AND UNION ST,Hotel Zephyr
Assault,04/10/18 06:11 PM,1500 BLOCK OF POLK ST,Hotel Zephyr
Assault,04/10/18 05:52 PM,VAN NESS AV AND BROADWAY,Hotel Zephyr
Theft,04/10/18 05:37 PM,400 BLOCK OF BAY ST,Hotel Zephyr
Theft,04/10/18 05:00 PM,00 BLOCK OF MARINA BL,Hotel Zephyr
Other,04/10/18 04:51 PM,1700 BLOCK OF PACIFIC AV,Hotel Zephyr
Theft,04/10/18 04:32 PM,1100 BLOCK OF CALIFORNIA ST,Hotel Zephyr
Theft,04/10/18 04:31 PM,1900 BLOCK OF CLAY ST,Hotel Zephyr
Other,04/10/18 03:44 PM,1700 BLOCK OF JACKSON ST,Hotel Zephyr
Assault,04/10/18 03:41 PM,600 BLOCK OF SACRAMENTO ST,Hotel Zephyr
Other,04/10/18 03:34 PM,MASON ST AND CALIFORNIA ST,Hotel Zephyr
Assault,04/10/18 01:01 PM,LEAVENWORTH ST AND BEACH ST,Hotel Zephyr
Theft,04/10/18 12:47 PM,2600 BLOCK OF POLK ST,Hotel Zephyr
Assault,04/10/18 12:12 PM,BAY ST AND OCTAVIA ST,Hotel Zephyr
Vandalism,04/10/18 11:24 AM,MARINA BL AND LAGUNA ST,Hotel Zephyr
Assault,04/10/18 11:16 AM,1900 BLOCK OF WASHINGTON ST,Hotel Zephyr
Other,04/09/18 10:54 PM,BATTERY ST AND VALLEJO ST,Hotel Zephyr
Assault,04/09/18 10:30 PM,500 BLOCK OF SUTTER ST,Hotel Zephyr
Theft,04/09/18 10:24 PM,300 BLOCK OF POST ST,Hotel Zephyr
Other,04/09/18 10:22 PM,200 BLOCK OF NORTH POINT ST,Hotel Zephyr
Assault,04/09/18 09:19 PM,1500 BLOCK OF VAN NESS AV,Hotel Zephyr
Theft,04/09/18 08:37 PM,3300 BLOCK OF VAN NESS AV,Hotel Zephyr
Other,04/09/18 08:10 PM,1300 BLOCK OF BUSH ST,Hotel Zephyr
Other,04/09/18 07:25 PM,600 BLOCK OF PACIFIC AV,Hotel Zephyr
Other,04/09/18 06:54 PM,700 BLOCK OF SUTTER ST,Hotel Zephyr
Other,04/09/18 06:54 PM,900 BLOCK OF HYDE ST,Hotel Zephyr
Other,04/09/18 06:18 PM,1300 BLOCK OF POWELL ST,Hotel Zephyr
Other,04/09/18 05:24 PM,2500 BLOCK OF MASON ST,Hotel Zephyr
Other,04/09/18 05:17 PM,900 BLOCK OF HYDE ST #ER,Hotel Zephyr
Other,04/09/18 04:57 PM,FRONT ST AND BROADWAY,Hotel Zephyr
Other,04/09/18 04:41 PM,900 BLOCK OF HYDE ST #ER,Hotel Zephyr
Vandalism,04/09/18 03:39 PM,500 BLOCK OF JEFFERSON ST,Hotel Zephyr
Theft,04/09/18 03:39 PM,00 BLOCK OF THE EMBARCADERO SOU,Hotel Zephyr
Other,04/09/18 03:38 PM,1200 BLOCK OF JONES ST,Hotel Zephyr
Other,04/09/18 03:36 PM,FILBERT ST AND GRANT AV,Hotel Zephyr
Theft,04/09/18 03:27 PM,1100 BLOCK OF BUSH ST,Hotel Zephyr
Theft,04/09/18 02:46 PM,1300 BLOCK OF GRANT AV,Hotel Zephyr
Other,04/08/18 11:44 PM,2500 BLOCK OF VAN NESS AV,Hotel Zephyr
Theft,04/01/18 11:00 PM,900 BLOCK OF 2ND AVE,Handlery Union Square Hotel
Assault,04/01/18 11:00 PM,N/A,Handlery Union Square Hotel
Theft,04/01/18 10:00 PM,100 BLOCK OF E 51ST ST,Handlery Union Square Hotel
Theft,04/01/18 10:00 PM,300-302 W 47TH ST,Handlery Union Square Hotel
Theft,04/01/18 09:00 PM,300 BLOCK OF 8TH AVE,Handlery Union Square Hotel
Theft,04/01/18 09:00 PM,239-243 LEXINGTON AVE,Handlery Union Square Hotel
Assault,04/01/18 08:00 PM,N/A,Handlery Union Square Hotel
Assault,04/01/18 08:00 PM,100 BLOCK OF W 45TH ST,Handlery Union Square Hotel
Theft,04/01/18 07:00 PM,400 BLOCK OF 7TH AVENUE,Handlery Union Square Hotel
Theft,04/01/18 07:00 PM,500 BLOCK OF MADISON AVENUE,Handlery Union Square Hotel
Theft,04/01/18 06:00 PM,1300 BLOCK OF BROADWAY,Handlery Union Square Hotel
Theft,04/01/18 06:00 PM,1900 BLOCK OF BROADWAY,Handlery Union Square Hotel
Theft,04/01/18 06:00 PM,N/A,Handlery Union Square Hotel
Theft,04/01/18 05:00 PM,N/A,Handlery Union Square Hotel
Theft,04/01/18 05:00 PM,N/A,Handlery Union Square Hotel
Theft,04/01/18 05:00 PM,N/A,Handlery Union Square Hotel
Theft,04/01/18 11:00 AM,100 BLOCK OF E 31ST ST,Handlery Union Square Hotel
Theft,04/01/18 09:00 AM,300 BLOCK OF W 39TH ST,Handlery Union Square Hotel
Burglary,04/01/18 08:00 AM,100 BLOCK OF E 31ST ST,Handlery Union Square Hotel
Theft,04/01/18 06:00 AM,169-171 5TH AVE,Handlery Union Square Hotel
Theft,04/01/18 06:00 AM,700 BLOCK OF LEXINGTON AVENUE,Handlery Union Square Hotel
Theft,04/01/18 05:00 AM,N/A,Handlery Union Square Hotel
Assault,04/01/18 05:00 AM,00 BLOCK OF MADISON AVE,Handlery Union Square Hotel
Burglary,04/01/18 05:00 AM,400 BLOCK OF 7TH AVENUE,Handlery Union Square Hotel
Theft,04/01/18 04:00 AM,900 BLOCK OF 6TH AVE,Handlery Union Square Hotel
Theft,04/01/18 03:00 AM,100 BLOCK OF W 39TH ST,Handlery Union Square Hotel
Theft,04/01/18 02:00 AM,800 BLOCK OF 8TH AVE,Handlery Union Square Hotel
Theft,04/01/18 01:00 AM,239-243 LEXINGTON AVE,Handlery Union Square Hotel
Theft,04/01/18 01:00 AM,800 BLOCK OF 7TH AVE,Handlery Union Square Hotel
Theft,04/01/18 01:00 AM,00 BLOCK OF W 34TH ST,Handlery Union Square Hotel
Theft,04/01/18 12:00 AM,800 BLOCK OF 11TH AVE,Handlery Union Square Hotel
Assault,04/01/18 12:00 AM,600 BLOCK OF MADISON AVE,Handlery Union Square Hotel
Assault,04/01/18 12:00 AM,400 BLOCK OF W 37TH ST,Handlery Union Square Hotel
Theft,04/01/18 12:00 AM,N/A,Handlery Union Square Hotel
Theft,03/31/18 11:00 PM,N/A,Handlery Union Square Hotel
Theft,03/31/18 11:00 PM,N/A,Handlery Union Square Hotel
Theft,03/31/18 11:00 PM,400 BLOCK OF 7TH AVENUE,Handlery Union Square Hotel
Theft,03/31/18 10:00 PM,200 BLOCK OF W 50TH ST,Handlery Union Square Hotel
Theft,03/31/18 10:00 PM,N/A,Handlery Union Square Hotel
Theft,03/31/18 10:00 PM,100 BLOCK OF E 51ST ST,Handlery Union Square Hotel
Robbery,03/31/18 10:00 PM,7TH AVE,Handlery Union Square Hotel
Theft,03/31/18 10:00 PM,00 BLOCK OF W 58TH ST,Handlery Union Square Hotel
Robbery,03/31/18 09:00 PM,N/A,Handlery Union Square Hotel
Theft,03/31/18 09:00 PM,101-117 W 36TH ST,Handlery Union Square Hotel
Theft,03/31/18 09:00 PM,300 BLOCK OF W 45TH ST,Handlery Union Square Hotel
Theft,03/31/18 08:00 PM,N/A,Handlery Union Square Hotel
Robbery,03/31/18 07:00 PM,00 BLOCK OF W 58TH ST,Handlery Union Square Hotel
Theft,03/31/18 07:00 PM,400 BLOCK OF 7TH AVENUE,Handlery Union Square Hotel
Theft,03/31/18 07:00 PM,300 BLOCK OF 3RD AVE,Handlery Union Square Hotel
Theft,03/31/18 07:00 PM,466-498 W 59TH ST,Handlery Union Square Hotel
Other,04/11/18 08:49 PM,KEARNY ST AND THE EMBARCADERO NOR,Pier 2620 Hotel Fisherman's Wharf
Theft,04/11/18 08:01 PM,800 BLOCK OF CALIFORNIA ST,Pier 2620 Hotel Fisherman's Wharf
Theft,04/11/18 07:32 PM,00 BLOCK OF JEFFERSON ST,Pier 2620 Hotel Fisherman's Wharf
Other,04/11/18 05:53 PM,1400 BLOCK OF CALIFORNIA ST,Pier 2620 Hotel Fisherman's Wharf
Other,04/11/18 05:00 PM,1100 BLOCK OF PACIFIC AV,Pier 2620 Hotel Fisherman's Wharf
Arrest,04/11/18 01:32 PM,00 BLOCK OF MEDAU PL,Pier 2620 Hotel Fisherman's Wharf
Other,04/10/18 11:03 PM,2200 BLOCK OF PACIFIC AV,Pier 2620 Hotel Fisherman's Wharf
Other,04/10/18 09:20 PM,GREEN ST AND POWELL ST,Pier 2620 Hotel Fisherman's Wharf
Theft,04/10/18 07:42 PM,800 BLOCK OF VALLEJO ST,Pier 2620 Hotel Fisherman's Wharf
Assault,04/10/18 07:11 PM,STOCKTON ST AND UNION ST,Pier 2620 Hotel Fisherman's Wharf
Assault,04/10/18 06:11 PM,1500 BLOCK OF POLK ST,Pier 2620 Hotel Fisherman's Wharf
Assault,04/10/18 05:52 PM,VAN NESS AV AND BROADWAY,Pier 2620 Hotel Fisherman's Wharf
Theft,04/10/18 05:37 PM,400 BLOCK OF BAY ST,Pier 2620 Hotel Fisherman's Wharf
Arrest,04/10/18 05:20 PM,BAY ST AND WEBSTER ST,Pier 2620 Hotel Fisherman's Wharf
Theft,04/10/18 05:00 PM,00 BLOCK OF MARINA BL,Pier 2620 Hotel Fisherman's Wharf
Theft,04/10/18 04:32 PM,1100 BLOCK OF CALIFORNIA ST,Pier 2620 Hotel Fisherman's Wharf
Theft,04/10/18 04:31 PM,1900 BLOCK OF CLAY ST,Pier 2620 Hotel Fisherman's Wharf
Other,04/10/18 03:44 PM,1700 BLOCK OF JACKSON ST,Pier 2620 Hotel Fisherman's Wharf
Other,04/10/18 03:34 PM,MASON ST AND CALIFORNIA ST,Pier 2620 Hotel Fisherman's Wharf
Assault,04/10/18 01:01 PM,LEAVENWORTH ST AND BEACH ST,Pier 2620 Hotel Fisherman's Wharf
Theft,04/10/18 12:47 PM,2600 BLOCK OF POLK ST,Pier 2620 Hotel Fisherman's Wharf
Assault,04/10/18 12:12 PM,BAY ST AND OCTAVIA ST,Pier 2620 Hotel Fisherman's Wharf
Vandalism,04/10/18 11:24 AM,MARINA BL AND LAGUNA ST,Pier 2620 Hotel Fisherman's Wharf
Assault,04/10/18 11:16 AM,1900 BLOCK OF WASHINGTON ST,Pier 2620 Hotel Fisherman's Wharf
Other,04/09/18 10:54 PM,BATTERY ST AND VALLEJO ST,Pier 2620 Hotel Fisherman's Wharf
Other,04/09/18 10:22 PM,200 BLOCK OF NORTH POINT ST,Pier 2620 Hotel Fisherman's Wharf
Burglary,04/09/18 09:44 PM,1900 BLOCK OF LOMBARD ST,Pier 2620 Hotel Fisherman's Wharf
Assault,04/09/18 09:19 PM,1500 BLOCK OF VAN NESS AV,Pier 2620 Hotel Fisherman's Wharf
Theft,04/09/18 08:37 PM,3300 BLOCK OF VAN NESS AV,Pier 2620 Hotel Fisherman's Wharf
Other,04/09/18 08:10 PM,1300 BLOCK OF BUSH ST,Pier 2620 Hotel Fisherman's Wharf
Other,04/09/18 07:25 PM,600 BLOCK OF PACIFIC AV,Pier 2620 Hotel Fisherman's Wharf
Other,04/09/18 06:54 PM,900 BLOCK OF HYDE ST,Pier 2620 Hotel Fisherman's Wharf
Other,04/09/18 06:54 PM,700 BLOCK OF SUTTER ST,Pier 2620 Hotel Fisherman's Wharf
Other,04/09/18 06:18 PM,1300 BLOCK OF POWELL ST,Pier 2620 Hotel Fisherman's Wharf
Other,04/09/18 05:24 PM,2500 BLOCK OF MASON ST,Pier 2620 Hotel Fisherman's Wharf
Other,04/09/18 05:17 PM,900 BLOCK OF HYDE ST #ER,Pier 2620 Hotel Fisherman's Wharf
Other,04/09/18 04:41 PM,900 BLOCK OF HYDE ST #ER,Pier 2620 Hotel Fisherman's Wharf
Vandalism,04/09/18 03:39 PM,500 BLOCK OF JEFFERSON ST,Pier 2620 Hotel Fisherman's Wharf
Theft,04/09/18 03:39 PM,00 BLOCK OF THE EMBARCADERO SOU,Pier 2620 Hotel Fisherman's Wharf
Other,04/09/18 03:38 PM,1200 BLOCK OF JONES ST,Pier 2620 Hotel Fisherman's Wharf
Other,04/09/18 03:36 PM,FILBERT ST AND GRANT AV,Pier 2620 Hotel Fisherman's Wharf
Theft,04/09/18 03:27 PM,1100 BLOCK OF BUSH ST,Pier 2620 Hotel Fisherman's Wharf
Other,04/09/18 02:54 PM,2100 BLOCK OF WASHINGTON ST,Pier 2620 Hotel Fisherman's Wharf
Theft,04/09/18 02:46 PM,1300 BLOCK OF GRANT AV,Pier 2620 Hotel Fisherman's Wharf
Other,04/08/18 11:44 PM,2500 BLOCK OF VAN NESS AV,Pier 2620 Hotel Fisherman's Wharf
Other,04/08/18 10:39 PM,900 BLOCK OF HYDE ST,Pier 2620 Hotel Fisherman's Wharf
Theft,04/08/18 10:30 PM,MONTGOMERY ST AND BROADWAY,Pier 2620 Hotel Fisherman's Wharf
Assault,04/08/18 10:00 PM,KEARNY ST AND BROADWAY,Pier 2620 Hotel Fisherman's Wharf
Theft,04/08/18 09:54 PM,2400 BLOCK OF JONES STREET,Pier 2620 Hotel Fisherman's Wharf
Other,04/08/18 09:51 PM,400 BLOCK OF BAY ST,Pier 2620 Hotel Fisherman's Wharf
Assault,04/11/18 11:34 PM,300 BLOCK OF 10TH ST,Stanford Court San Francisco
Other,04/11/18 11:12 PM,22ND ST AND SHOTWELL ST,Stanford Court San Francisco
Other,04/11/18 11:03 PM,500 BLOCK OF ELLIS ST,Stanford Court San Francisco
Other,04/11/18 10:44 PM,500 BLOCK OF ELLIS ST,Stanford Court San Francisco
Assault,04/11/18 10:19 PM,16TH ST AND KANSAS ST,Stanford Court San Francisco
Other,04/11/18 10:15 PM,400 BLOCK OF LEAVENWORTH ST,Stanford Court San Francisco
Shooting,04/11/18 09:54 PM,800 BLOCK OF POST ST,Stanford Court San Francisco
Arrest,04/11/18 09:52 PM,900 BLOCK OF MARKET ST,Stanford Court San Francisco
Other,04/11/18 09:45 PM,500 BLOCK OF CLEMENTINA ST,Stanford Court San Francisco
Arrest,04/11/18 09:44 PM,900 BLOCK OF MARKET ST,Stanford Court San Francisco
Other,04/11/18 09:31 PM,1200 BLOCK OF MARKET ST,Stanford Court San Francisco
Other,04/11/18 09:23 PM,400 BLOCK OF EDDY ST,Stanford Court San Francisco
Other,04/11/18 09:13 PM,6TH ST AND MARKET ST,Stanford Court San Francisco
Arrest,04/11/18 09:00 PM,800 BLOCK OF MARKET STREET,Stanford Court San Francisco
Other,04/11/18 08:57 PM,900 BLOCK OF GEARY ST,Stanford Court San Francisco
Other,04/11/18 08:51 PM,1100 BLOCK OF MARKET ST,Stanford Court San Francisco
Other,04/11/18 08:44 PM,100 BLOCK OF GOUGH ST,Stanford Court San Francisco
Other,04/11/18 08:32 PM,900 BLOCK OF VAN NESS AV,Stanford Court San Francisco
Other,04/11/18 08:28 PM,00 BLOCK OF OLIVE ST,Stanford Court San Francisco
Other,04/11/18 08:10 PM,MCALLISTER ST AND LARKIN ST,Stanford Court San Francisco
Arrest,04/11/18 08:04 PM,1100 BLOCK OF MARKET ST,Stanford Court San Francisco
Arrest,04/11/18 08:03 PM,800 BLOCK OF MINNA ST,Stanford Court San Francisco
Arrest,04/11/18 07:52 PM,800 BLOCK OF MARKET ST,Stanford Court San Francisco
Assault,04/11/18 07:47 PM,MARKET ST AND 12TH ST,Stanford Court San Francisco
Other,04/11/18 07:41 PM,CASTRO ST AND MARKET ST,Stanford Court San Francisco
Other,04/11/18 07:38 PM,1100 BLOCK OF MISSION ST,Stanford Court San Francisco
Other,04/11/18 07:15 PM,00 BLOCK OF WASHBURN STREET,Stanford Court San Francisco
Other,04/11/18 07:09 PM,100 BLOCK OF RODGERS ST,Stanford Court San Francisco
Assault,04/11/18 07:08 PM,400 BLOCK OF JONES ST #28,Stanford Court San Francisco
Other,04/11/18 06:43 PM,FRANKLIN ST AND MCALLISTER ST,Stanford Court San Francisco
Theft,04/11/18 06:42 PM,1800 BLOCK OF HARRISON ST,Stanford Court San Francisco
Other,04/11/18 06:17 PM,200 BLOCK OF EDDY ST,Stanford Court San Francisco
Other,04/11/18 06:16 PM,500 BLOCK OF 5TH ST,Stanford Court San Francisco
Other,04/11/18 06:15 PM,400 BLOCK OF JONES ST,Stanford Court San Francisco
Theft,04/11/18 06:00 PM,900 BLOCK OF MARKET ST,Stanford Court San Francisco
Other,04/11/18 05:59 PM,00 BLOCK OF JONES ST,Stanford Court San Francisco
Other,04/11/18 05:55 PM,FULTON ST AND LARKIN ST,Stanford Court San Francisco
Arrest,04/11/18 05:53 PM,SOUTH VAN NESS AV AND 12TH ST,Stanford Court San Francisco
Other,04/11/18 05:53 PM,1400 BLOCK OF CALIFORNIA ST,Stanford Court San Francisco
Assault,04/11/18 05:34 PM,1100 BLOCK OF HARRISON ST,Stanford Court San Francisco
Other,04/11/18 05:32 PM,900 BLOCK OF MARKET ST,Stanford Court San Francisco
Assault,04/11/18 05:27 PM,700 BLOCK OF FLORIDA ST,Stanford Court San Francisco
Theft,04/11/18 05:13 PM,GREAT HY AND CUTLER AV,Stanford Court San Francisco
Theft,04/11/18 04:49 PM,HAMPSHIRE ST AND 18TH ST,Stanford Court San Francisco
Other,04/11/18 04:34 PM,00 BLOCK OF UNITED NATIONS PZ,Stanford Court San Francisco
Other,04/11/18 04:20 PM,MINNA ST AND 6TH ST,Stanford Court San Francisco
Other,04/11/18 04:19 PM,500 BLOCK OF EDDY ST,Stanford Court San Francisco
Assault,04/11/18 04:11 PM,700 BLOCK OF NATOMA ST,Stanford Court San Francisco
Assault,04/11/18 04:07 PM,MARKET ST AND 6TH ST,Stanford Court San Francisco
Arrest,04/11/18 01:33 PM,300 BLOCK OF TURK ST,Stanford Court San Francisco
Assault,04/11/18 11:34 PM,300 BLOCK OF 10TH ST,Hilton Parc 55 San Francisco
Other,04/11/18 11:12 PM,22ND ST AND SHOTWELL ST,Hilton Parc 55 San Francisco
Other,04/11/18 11:03 PM,500 BLOCK OF ELLIS ST,Hilton Parc 55 San Francisco
Other,04/11/18 10:44 PM,500 BLOCK OF ELLIS ST,Hilton Parc 55 San Francisco
Assault,04/11/18 10:19 PM,16TH ST AND KANSAS ST,Hilton Parc 55 San Francisco
Other,04/11/18 10:15 PM,400 BLOCK OF LEAVENWORTH ST,Hilton Parc 55 San Francisco
Shooting,04/11/18 09:54 PM,800 BLOCK OF POST ST,Hilton Parc 55 San Francisco
Arrest,04/11/18 09:52 PM,900 BLOCK OF MARKET ST,Hilton Parc 55 San Francisco
Other,04/11/18 09:45 PM,500 BLOCK OF CLEMENTINA ST,Hilton Parc 55 San Francisco
Arrest,04/11/18 09:44 PM,900 BLOCK OF MARKET ST,Hilton Parc 55 San Francisco
Other,04/11/18 09:31 PM,1200 BLOCK OF MARKET ST,Hilton Parc 55 San Francisco
Other,04/11/18 09:23 PM,400 BLOCK OF EDDY ST,Hilton Parc 55 San Francisco
Other,04/11/18 09:13 PM,6TH ST AND MARKET ST,Hilton Parc 55 San Francisco
Arrest,04/11/18 09:00 PM,800 BLOCK OF MARKET STREET,Hilton Parc 55 San Francisco
Other,04/11/18 08:57 PM,900 BLOCK OF GEARY ST,Hilton Parc 55 San Francisco
Other,04/11/18 08:51 PM,1100 BLOCK OF MARKET ST,Hilton Parc 55 San Francisco
Other,04/11/18 08:44 PM,100 BLOCK OF GOUGH ST,Hilton Parc 55 San Francisco
Other,04/11/18 08:32 PM,900 BLOCK OF VAN NESS AV,Hilton Parc 55 San Francisco
Other,04/11/18 08:28 PM,00 BLOCK OF OLIVE ST,Hilton Parc 55 San Francisco
Other,04/11/18 08:10 PM,MCALLISTER ST AND LARKIN ST,Hilton Parc 55 San Francisco
Arrest,04/11/18 08:04 PM,1100 BLOCK OF MARKET ST,Hilton Parc 55 San Francisco
Arrest,04/11/18 08:03 PM,800 BLOCK OF MINNA ST,Hilton Parc 55 San Francisco
Arrest,04/11/18 07:52 PM,800 BLOCK OF MARKET ST,Hilton Parc 55 San Francisco
Assault,04/11/18 07:47 PM,MARKET ST AND 12TH ST,Hilton Parc 55 San Francisco
Other,04/11/18 07:41 PM,CASTRO ST AND MARKET ST,Hilton Parc 55 San Francisco
Other,04/11/18 07:38 PM,1100 BLOCK OF MISSION ST,Hilton Parc 55 San Francisco
Other,04/11/18 07:15 PM,00 BLOCK OF WASHBURN STREET,Hilton Parc 55 San Francisco
Other,04/11/18 07:09 PM,100 BLOCK OF RODGERS ST,Hilton Parc 55 San Francisco
Assault,04/11/18 07:08 PM,400 BLOCK OF JONES ST #28,Hilton Parc 55 San Francisco
Other,04/11/18 06:43 PM,FRANKLIN ST AND MCALLISTER ST,Hilton Parc 55 San Francisco
Theft,04/11/18 06:42 PM,1800 BLOCK OF HARRISON ST,Hilton Parc 55 San Francisco
Other,04/11/18 06:17 PM,200 BLOCK OF EDDY ST,Hilton Parc 55 San Francisco
Other,04/11/18 06:16 PM,500 BLOCK OF 5TH ST,Hilton Parc 55 San Francisco
Other,04/11/18 06:15 PM,400 BLOCK OF JONES ST,Hilton Parc 55 San Francisco
Theft,04/11/18 06:00 PM,900 BLOCK OF MARKET ST,Hilton Parc 55 San Francisco
Other,04/11/18 05:59 PM,00 BLOCK OF JONES ST,Hilton Parc 55 San Francisco
Other,04/11/18 05:55 PM,FULTON ST AND LARKIN ST,Hilton Parc 55 San Francisco
Arrest,04/11/18 05:53 PM,SOUTH VAN NESS AV AND 12TH ST,Hilton Parc 55 San Francisco
Other,04/11/18 05:53 PM,1400 BLOCK OF CALIFORNIA ST,Hilton Parc 55 San Francisco
Assault,04/11/18 05:34 PM,1100 BLOCK OF HARRISON ST,Hilton Parc 55 San Francisco
Other,04/11/18 05:32 PM,900 BLOCK OF MARKET ST,Hilton Parc 55 San Francisco
Assault,04/11/18 05:27 PM,700 BLOCK OF FLORIDA ST,Hilton Parc 55 San Francisco
Theft,04/11/18 05:13 PM,GREAT HY AND CUTLER AV,Hilton Parc 55 San Francisco
Theft,04/11/18 04:49 PM,HAMPSHIRE ST AND 18TH ST,Hilton Parc 55 San Francisco
Other,04/11/18 04:34 PM,00 BLOCK OF UNITED NATIONS PZ,Hilton Parc 55 San Francisco
