Type,Date,Address,Hotel
Theft,03/31/18 11:00 PM,N/A,Omni William Penn Hotel
Theft,03/31/18 11:00 PM,N/A,Omni William Penn Hotel
Theft,03/31/18 11:00 PM,400 BLOCK OF 7TH AVENUE,Omni William Penn Hotel
Robbery,03/31/18 10:00 PM,7TH AVE,Omni William Penn Hotel
Theft,03/31/18 10:00 PM,N/A,Omni William Penn Hotel
Theft,03/31/18 10:00 PM,200 BLOCK OF W 50TH ST,Omni William Penn Hotel
Theft,03/31/18 10:00 PM,N/A,Omni William Penn Hotel
Theft,03/31/18 09:00 PM,101-117 W 36TH ST,Omni William Penn Hotel
Robbery,03/31/18 09:00 PM,N/A,Omni William Penn Hotel
Theft,04/11/18 12:00 PM,00 BLOCK OF 6TH AND GRAND,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Theft,04/10/18 10:00 PM,1700 BLOCK OF E 16TH ST,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Theft,04/10/18 08:06 PM,100 BLOCK OF E 9TH ST,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Theft,04/10/18 07:00 PM,200 BLOCK OF W VENICE BL,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Theft,04/10/18 06:15 PM,300 BLOCK OF E 2ND ST,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Theft,04/10/18 04:50 PM,00 BLOCK OF 6TH ST AND SAN PEDRO ST,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Theft,04/10/18 04:15 PM,400 BLOCK OF E 11TH ST,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Theft,04/10/18 03:30 PM,300 BLOCK OF W 2ND ST,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Theft,04/10/18 02:40 PM,700 BLOCK OF W 7TH ST,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Theft,04/10/18 01:10 PM,700 BLOCK OF S FIGUEROA ST,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Theft,04/10/18 12:55 PM,700 BLOCK OF W 7TH ST,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Assault,04/10/18 11:00 AM,600 BLOCK OF E 5TH ST,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Theft,04/10/18 08:55 AM,100 BLOCK OF JAPANESE VILLAGE PLAZA ML,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Theft,04/10/18 08:30 AM,00 BLOCK OF 9TH ST AND MAPLE,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Robbery,04/10/18 08:05 AM,1100 BLOCK OF WALL ST,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Robbery,04/10/18 12:07 AM,00 BLOCK OF BROADWAY AND 5TH ST,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Assault,04/09/18 11:55 PM,500 BLOCK OF WALL ST,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Theft,04/09/18 11:00 PM,300 BLOCK OF W 12TH ST,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Theft,04/09/18 10:30 PM,1100 BLOCK OF MATEO ST,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Theft,04/09/18 10:00 PM,00 BLOCK OF 3RD AND CENTRAL,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Theft,04/09/18 08:30 PM,300 BLOCK OF E 2ND ST,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Theft,04/09/18 05:14 PM,700 BLOCK OF W 7TH ST,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Theft,04/09/18 01:50 PM,800 BLOCK OF S CENTRAL AV,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Theft,04/09/18 11:20 AM,600 BLOCK OF S HILL ST,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Theft,04/09/18 11:10 AM,1100 BLOCK OF E 14TH ST,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Theft,04/09/18 11:05 AM,00 BLOCK OF 5TH AND MAPLE,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Theft,04/09/18 09:30 AM,800 BLOCK OF N ALAMEDA ST,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Burglary,04/09/18 09:00 AM,500 BLOCK OF CERES AV,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Theft,04/09/18 08:30 AM,00 BLOCK OF 4TH AND MAIN,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Theft,04/09/18 07:30 AM,400 BLOCK OF E 3RD ST,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Theft,04/09/18 06:30 AM,900 BLOCK OF S FIGUEROA ST,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Robbery,04/09/18 03:20 AM,300 BLOCK OF E 7TH ST,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Robbery,04/08/18 09:00 PM,00 BLOCK OF 7TH AND CERES,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Theft,04/08/18 08:30 PM,00 BLOCK OF BOYLSTON AND MIRAMAR,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Assault,04/08/18 08:30 PM,500 BLOCK OF S SAN PEDRO ST,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Theft,04/08/18 08:00 PM,700 BLOCK OF W 7TH ST,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Theft,04/08/18 05:30 PM,900 BLOCK OF S SANTA FE AV,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Theft,04/08/18 05:25 PM,00 BLOCK OF 7TH AND MAPLE,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Theft,04/08/18 04:30 PM,800 BLOCK OF MATEO ST,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Theft,04/08/18 03:30 PM,700 BLOCK OF W 7TH ST,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Theft,04/08/18 03:00 PM,900 BLOCK OF MAPLE AV,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Assault,04/08/18 01:26 PM,700 BLOCK OF S FIGUEROA ST,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Robbery,04/08/18 12:30 PM,00 BLOCK OF 7TH AND SAN JULIAN,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Theft,04/08/18 12:00 PM,00 BLOCK OF 7TH AND SAN PEDRO,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Theft,04/08/18 12:00 PM,800 BLOCK OF S OLIVE ST,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Robbery,04/08/18 10:50 AM,600 BLOCK OF TOWNE AV,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Burglary,04/08/18 08:00 AM,500 BLOCK OF S SAN PEDRO ST,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Assault,04/08/18 05:00 AM,00 BLOCK OF CENTRAL AV AND WASHINGTON BL,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Theft,04/08/18 03:25 AM,00 BLOCK OF 7TH ST AND GRAND AV,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Robbery,04/07/18 11:30 PM,600 BLOCK OF S SPRING ST,CAMBRiA Hotel & Suites Pittsburgh - Downtown
Arrest,04/07/18 10:30 AM,IRVINGTON AVE,Quality Inn University Center
Theft,04/05/18 07:00 AM,SECOND ST,Quality Inn University Center
Arrest,03/31/18 01:40 PM,SO ORANGE AVE,Quality Inn University Center
Theft,03/28/18 08:00 AM,VARSITY RD AND KINGMAN RD,Quality Inn University Center
Arrest,03/27/18 12:00 AM,300 BLOCK OF SUMMER AVENUE,Quality Inn University Center
Arrest,04/06/18 12:34 AM,2600 BLOCK OF NOBLESTOWN RD,Hampton Inn Pittsburgh Greentree
Arrest,04/03/18 11:30 AM,WARRIORS RD AND MC KENNA AVE,Hampton Inn Pittsburgh Greentree
Arrest,04/03/18 11:30 AM,WARRIORS RD AND MC KENNA AVE,Hampton Inn Pittsburgh Greentree
Arrest,04/03/18 11:05 AM,WARRIORS RD AND MC KENNA AVE,Hampton Inn Pittsburgh Greentree
Other,03/27/18 10:00 AM,300 BLOCK OF GLENDON ST,Hampton Inn Pittsburgh Greentree
Theft,03/27/18 10:00 AM,300 BLOCK OF GLENDON ST,Hampton Inn Pittsburgh Greentree
Burglary,03/27/18 10:00 AM,300 BLOCK OF GLENDON ST,Hampton Inn Pittsburgh Greentree
Theft,03/26/18 07:50 AM,2900 BLOCK OF BANKSVILLE RD,Hampton Inn Pittsburgh Greentree
Assault,04/12/18 11:29 PM,1500 BLOCK OF E CARSON ST,La Quinta Inn Pittsburgh Airport
Other,04/12/18 11:29 PM,1500 BLOCK OF E CARSON ST,La Quinta Inn Pittsburgh Airport
Arrest,04/12/18 11:25 PM,1ST AVE AND GRANT ST,La Quinta Inn Pittsburgh Airport
Arrest,04/12/18 11:10 PM,FREDERICK ST AND SCHIMMER ST,La Quinta Inn Pittsburgh Airport
Theft,04/12/18 11:10 PM,FREDERICK ST AND SCHIMMER ST,La Quinta Inn Pittsburgh Airport
Arrest,04/12/18 11:10 PM,FREDERICK ST AND SCHIMMER ST,La Quinta Inn Pittsburgh Airport
Arrest,04/12/18 11:04 PM,1ST AVE AND GRANT ST,La Quinta Inn Pittsburgh Airport
Arrest,04/12/18 11:04 PM,1ST AVE AND GRANT ST,La Quinta Inn Pittsburgh Airport
Arrest,04/12/18 10:50 PM,2400 BLOCK OF PERRYSVILLE AVE,La Quinta Inn Pittsburgh Airport
Arrest,04/12/18 10:50 PM,2400 BLOCK OF PERRYSVILLE AVE,La Quinta Inn Pittsburgh Airport
Arrest,04/12/18 10:50 PM,2400 BLOCK OF PERRYSVILLE AVE,La Quinta Inn Pittsburgh Airport
Arrest,04/12/18 10:42 PM,2400 BLOCK OF PERRYSVILLE AVE,La Quinta Inn Pittsburgh Airport
Arrest,04/12/18 10:42 PM,2400 BLOCK OF PERRYSVILLE AVE,La Quinta Inn Pittsburgh Airport
Arrest,04/12/18 10:42 PM,2400 BLOCK OF PERRYSVILLE AVE,La Quinta Inn Pittsburgh Airport
Arrest,04/12/18 10:36 PM,FREDERICK ST AND SCHIMMER ST,La Quinta Inn Pittsburgh Airport
Arrest,04/12/18 10:36 PM,FREDERICK ST AND SCHIMMER ST,La Quinta Inn Pittsburgh Airport
Assault,04/12/18 09:51 PM,2100 BLOCK OF BEDFORD AVE,La Quinta Inn Pittsburgh Airport
Arrest,04/12/18 08:35 PM,300 BLOCK OF WOOD ST,La Quinta Inn Pittsburgh Airport
Arrest,04/12/18 08:35 PM,300 BLOCK OF WOOD ST,La Quinta Inn Pittsburgh Airport
Assault,04/12/18 07:50 PM,1100 BLOCK OF HODGKISS ST,La Quinta Inn Pittsburgh Airport
Arrest,04/12/18 07:10 PM,1600 BLOCK OF ECKERT ST,La Quinta Inn Pittsburgh Airport
Assault,04/12/18 07:10 PM,1600 BLOCK OF ECKERT ST,La Quinta Inn Pittsburgh Airport
Arrest,04/12/18 07:04 PM,1600 BLOCK OF ECKERT ST,La Quinta Inn Pittsburgh Airport
Arrest,04/12/18 07:00 PM,1400 BLOCK OF 5TH AVE,La Quinta Inn Pittsburgh Airport
Arrest,04/12/18 07:00 PM,1400 BLOCK OF 5TH AVE,La Quinta Inn Pittsburgh Airport
Assault,04/12/18 07:00 PM,300 BLOCK OF NORTH SHORE DR,La Quinta Inn Pittsburgh Airport
Other,04/12/18 07:00 PM,1000 BLOCK OF ELKTON ST,La Quinta Inn Pittsburgh Airport
Other,04/12/18 07:00 PM,300 BLOCK OF NORTH SHORE DR,La Quinta Inn Pittsburgh Airport
Arrest,04/12/18 07:00 PM,300 BLOCK OF NORTH SHORE DR,La Quinta Inn Pittsburgh Airport
Arrest,04/12/18 06:40 PM,1400 BLOCK OF 5TH AVE,La Quinta Inn Pittsburgh Airport
Arrest,04/12/18 06:40 PM,1400 BLOCK OF 5TH AVE,La Quinta Inn Pittsburgh Airport
Arrest,04/12/18 06:40 PM,1400 BLOCK OF 5TH AVE,La Quinta Inn Pittsburgh Airport
Theft,04/12/18 06:38 PM,4600 BLOCK OF CENTRE AVE,La Quinta Inn Pittsburgh Airport
Assault,04/12/18 06:00 PM,600 BLOCK OF 1ST AVE,La Quinta Inn Pittsburgh Airport
Assault,04/12/18 05:47 PM,2000 BLOCK OF DE RUAD ST,La Quinta Inn Pittsburgh Airport
Arrest,04/12/18 05:32 PM,2100 BLOCK OF ELSIE ST,La Quinta Inn Pittsburgh Airport
Other,04/12/18 05:25 PM,1100 BLOCK OF E CARSON ST,La Quinta Inn Pittsburgh Airport
Assault,04/12/18 05:25 PM,1100 BLOCK OF E CARSON ST,La Quinta Inn Pittsburgh Airport
Arrest,04/12/18 05:20 PM,FORBES AVE AND MAGEE ST,La Quinta Inn Pittsburgh Airport
Theft,04/12/18 05:15 PM,800 BLOCK OF RIDGE AVE,La Quinta Inn Pittsburgh Airport
Vandalism,04/12/18 05:15 PM,800 BLOCK OF RIDGE AVE,La Quinta Inn Pittsburgh Airport
Arrest,04/12/18 05:15 PM,700 BLOCK OF GREENFIELD AVE,La Quinta Inn Pittsburgh Airport
Theft,04/12/18 04:40 PM,SCHENLEY DR AND PANTHER HOLLOW RD,La Quinta Inn Pittsburgh Airport
Vandalism,04/12/18 04:40 PM,SCHENLEY DR AND PANTHER HOLLOW RD,La Quinta Inn Pittsburgh Airport
Theft,04/12/18 04:40 PM,SCHENLEY DR AND PANTHER HOLLOW RD,La Quinta Inn Pittsburgh Airport
Assault,04/12/18 04:00 PM,100 BLOCK OF BAUSMAN ST,La Quinta Inn Pittsburgh Airport
Theft,04/12/18 02:45 PM,600 BLOCK OF PENN AVE,La Quinta Inn Pittsburgh Airport
Other,04/12/18 02:45 PM,600 BLOCK OF PENN AVE,La Quinta Inn Pittsburgh Airport
Theft,04/12/18 02:30 PM,600 BLOCK OF PENN AVE,La Quinta Inn Pittsburgh Airport
Assault,04/12/18 12:56 PM,5600 BLOCK OF BROAD ST,La Quinta Inn Pittsburgh Airport
Theft,04/11/18 02:00 PM,55XX E PINE ST,Hyatt Regency Pittsburgh International Airport
Theft,04/11/18 02:00 PM,55XX E PINE ST,Hyatt Regency Pittsburgh International Airport
Burglary,04/10/18 10:30 PM,66XX E LATIMER PL,Hyatt Regency Pittsburgh International Airport
Vandalism,04/10/18 10:30 PM,21XX N 073 EA,Hyatt Regency Pittsburgh International Airport
Robbery,04/10/18 09:20 PM,78XX E ADMIRAL PL,Hyatt Regency Pittsburgh International Airport
Burglary,04/10/18 07:15 PM,5XX N 078 EA,Hyatt Regency Pittsburgh International Airport
Burglary,04/10/18 07:15 PM,5XX N 078 EA,Hyatt Regency Pittsburgh International Airport
Burglary,04/10/18 07:09 PM,66XX E LATIMER PL,Hyatt Regency Pittsburgh International Airport
Burglary,04/09/18 05:00 PM,65XX E INDEPENDENCE ST,Hyatt Regency Pittsburgh International Airport
Burglary,04/09/18 07:15 AM,71XX E EASTON PL,Hyatt Regency Pittsburgh International Airport
Burglary,04/09/18 06:20 AM,13XX N IRVINGTON AV,Hyatt Regency Pittsburgh International Airport
Assault,04/08/18 09:00 PM,67XX E JASPER ST,Hyatt Regency Pittsburgh International Airport
Theft,04/07/18 10:48 PM,5XX N 073 EA,Hyatt Regency Pittsburgh International Airport
Theft,04/07/18 07:06 AM,13XX N 075 EA,Hyatt Regency Pittsburgh International Airport
Vandalism,04/07/18 07:06 AM,13XX N 075 EA,Hyatt Regency Pittsburgh International Airport
Assault,04/07/18 12:50 AM,14XX N FULTON AV,Hyatt Regency Pittsburgh International Airport
Assault,04/06/18 10:46 PM,5XX N 070 EA,Hyatt Regency Pittsburgh International Airport
Assault,04/06/18 10:30 PM,25XX N YALE AV,Hyatt Regency Pittsburgh International Airport
Burglary,04/05/18 10:58 PM,78XX E ADMIRAL PL,Hyatt Regency Pittsburgh International Airport
Theft,04/05/18 12:30 PM,77XX E APACHE ST,Hyatt Regency Pittsburgh International Airport
Burglary,04/05/18 06:00 AM,62XX E MARSHALL ST,Hyatt Regency Pittsburgh International Airport
Theft,04/04/18 11:25 PM,73XX E KING PL,Hyatt Regency Pittsburgh International Airport
Theft,04/04/18 11:25 PM,73XX E KING PL,Hyatt Regency Pittsburgh International Airport
Theft,04/04/18 05:20 AM,15XX N KINGSTON PL,Hyatt Regency Pittsburgh International Airport
Theft,04/04/18 05:20 AM,15XX N KINGSTON PL,Hyatt Regency Pittsburgh International Airport
Vandalism,04/03/18 08:24 PM,74XX E ADMIRAL PL,Hyatt Regency Pittsburgh International Airport
Burglary,04/03/18 02:50 AM,94XX E ADMIRAL PL,Hyatt Regency Pittsburgh International Airport
Theft,04/02/18 08:00 PM,69XX E NEWTON ST,Hyatt Regency Pittsburgh International Airport
Theft,04/02/18 06:00 PM,67XX E HASKELL PL,Hyatt Regency Pittsburgh International Airport
Theft,04/02/18 07:30 AM,18XX N 106 EA,Hyatt Regency Pittsburgh International Airport
Burglary,04/02/18 12:30 AM,8XX N SHERIDAN RD,Hyatt Regency Pittsburgh International Airport
Burglary,04/01/18 01:43 AM,78XX E ADMIRAL PL,Hyatt Regency Pittsburgh International Airport
Theft,03/31/18 05:00 PM,69XX E PINE ST,Hyatt Regency Pittsburgh International Airport
Theft,03/31/18 05:00 PM,69XX E PINE ST,Hyatt Regency Pittsburgh International Airport
Burglary,03/31/18 10:00 AM,108XX E NEWTON ST,Hyatt Regency Pittsburgh International Airport
Theft,03/30/18 03:30 PM,16XX N 071 EA,Hyatt Regency Pittsburgh International Airport
Burglary,03/30/18 11:00 AM,65XX E INDEPENDENCE ST,Hyatt Regency Pittsburgh International Airport
Burglary,03/30/18 09:00 AM,15XX N OXFORD AV,Hyatt Regency Pittsburgh International Airport
Burglary,03/30/18 09:00 AM,15XX N OXFORD AV,Hyatt Regency Pittsburgh International Airport
Burglary,03/28/18 09:45 AM,15XX N 066 EA,Hyatt Regency Pittsburgh International Airport
Burglary,03/28/18 09:45 AM,15XX N 066 EA,Hyatt Regency Pittsburgh International Airport
Burglary,03/28/18 12:30 AM,10XX N SHERIDAN RD,Hyatt Regency Pittsburgh International Airport
Theft,03/27/18 02:18 PM,8XX N MINGO RD,Hyatt Regency Pittsburgh International Airport
Burglary,03/27/18 01:48 PM,62XX E LATIMER PL,Hyatt Regency Pittsburgh International Airport
Burglary,03/27/18 08:00 AM,15XX N 066 EA,Hyatt Regency Pittsburgh International Airport
Theft,03/27/18 02:50 AM,0XX N MINGO RD,Hyatt Regency Pittsburgh International Airport
Burglary,03/27/18 01:14 AM,73XX E ADMIRAL PL,Hyatt Regency Pittsburgh International Airport
Theft,03/25/18 07:12 PM,96XX E PINE ST,Hyatt Regency Pittsburgh International Airport
Burglary,03/25/18 02:00 PM,72XX E HASKELL PL,Hyatt Regency Pittsburgh International Airport
Vandalism,03/25/18 09:00 AM,65XX E PINE PL,Hyatt Regency Pittsburgh International Airport
Arrest,04/12/18 11:25 PM,1ST AVE AND GRANT ST,Hyatt Place Pittsburgh-North Shore
Arrest,04/12/18 11:04 PM,1ST AVE AND GRANT ST,Hyatt Place Pittsburgh-North Shore
Arrest,04/12/18 11:04 PM,1ST AVE AND GRANT ST,Hyatt Place Pittsburgh-North Shore
Arrest,04/12/18 08:35 PM,300 BLOCK OF WOOD ST,Hyatt Place Pittsburgh-North Shore
Arrest,04/12/18 08:35 PM,300 BLOCK OF WOOD ST,Hyatt Place Pittsburgh-North Shore
Other,04/12/18 07:00 PM,300 BLOCK OF NORTH SHORE DR,Hyatt Place Pittsburgh-North Shore
Assault,04/12/18 07:00 PM,300 BLOCK OF NORTH SHORE DR,Hyatt Place Pittsburgh-North Shore
Arrest,04/12/18 07:00 PM,300 BLOCK OF NORTH SHORE DR,Hyatt Place Pittsburgh-North Shore
Vandalism,04/12/18 05:15 PM,800 BLOCK OF RIDGE AVE,Hyatt Place Pittsburgh-North Shore
Theft,04/12/18 05:15 PM,800 BLOCK OF RIDGE AVE,Hyatt Place Pittsburgh-North Shore
Other,04/12/18 02:45 PM,600 BLOCK OF PENN AVE,Hyatt Place Pittsburgh-North Shore
Theft,04/12/18 02:45 PM,600 BLOCK OF PENN AVE,Hyatt Place Pittsburgh-North Shore
Theft,04/12/18 02:30 PM,600 BLOCK OF PENN AVE,Hyatt Place Pittsburgh-North Shore
Arrest,04/12/18 09:23 AM,LANARK ST,Hyatt Place Pittsburgh-North Shore
Theft,04/12/18 12:01 AM,300 BLOCK OF 5TH AVE,Hyatt Place Pittsburgh-North Shore
Theft,04/12/18 12:01 AM,300 BLOCK OF 5TH AVE,Hyatt Place Pittsburgh-North Shore
Other,04/11/18 09:20 PM,1500 BLOCK OF BEAVER AVE,Hyatt Place Pittsburgh-North Shore
Other,04/11/18 09:20 PM,1500 BLOCK OF BEAVER AVE,Hyatt Place Pittsburgh-North Shore
Theft,04/11/18 09:20 PM,1500 BLOCK OF BEAVER AVE,Hyatt Place Pittsburgh-North Shore
Arrest,04/11/18 12:45 PM,5TH AVE AND MC MASTERS WAY,Hyatt Place Pittsburgh-North Shore
Other,04/11/18 12:45 PM,5TH AVE AND MC MASTERS WAY,Hyatt Place Pittsburgh-North Shore
Other,04/11/18 12:45 PM,5TH AVE AND MC MASTERS WAY,Hyatt Place Pittsburgh-North Shore
Other,04/11/18 12:45 PM,5TH AVE AND MC MASTERS WAY,Hyatt Place Pittsburgh-North Shore
Other,04/11/18 12:45 PM,5TH AVE AND MC MASTERS WAY,Hyatt Place Pittsburgh-North Shore
Arrest,04/11/18 12:35 AM,9TH ST AND EXCHANGE WAY,Hyatt Place Pittsburgh-North Shore
Arrest,04/11/18 12:35 AM,9TH ST AND EXCHANGE WAY,Hyatt Place Pittsburgh-North Shore
Arrest,04/11/18 12:30 AM,9TH ST AND EXCHANGE WAY,Hyatt Place Pittsburgh-North Shore
Arrest,04/11/18 12:30 AM,9TH ST AND EXCHANGE WAY,Hyatt Place Pittsburgh-North Shore
Arrest,04/11/18 12:30 AM,9TH ST AND EXCHANGE WAY,Hyatt Place Pittsburgh-North Shore
Theft,04/11/18 12:01 AM,700 BLOCK OF GRANT ST,Hyatt Place Pittsburgh-North Shore
Theft,04/10/18 09:00 PM,1200 BLOCK OF BRIGHTON RD,Hyatt Place Pittsburgh-North Shore
Other,04/10/18 04:58 PM,WOOD ST AND OLIVER AVE,Hyatt Place Pittsburgh-North Shore
Other,04/10/18 01:16 PM,600 BLOCK OF LIBERTY AVE,Hyatt Place Pittsburgh-North Shore
Arrest,04/10/18 01:10 PM,CITRON WAY,Hyatt Place Pittsburgh-North Shore
Arrest,04/10/18 12:40 PM,400 BLOCK OF AVERY ST,Hyatt Place Pittsburgh-North Shore
Arrest,04/10/18 12:40 PM,400 BLOCK OF AVERY ST,Hyatt Place Pittsburgh-North Shore
Theft,04/10/18 12:00 PM,E SYCAMORE ST,Hyatt Place Pittsburgh-North Shore
Theft,04/10/18 10:00 AM,300 BLOCK OF STATION SQUARE DR W,Hyatt Place Pittsburgh-North Shore
Other,04/09/18 07:40 PM,600 BLOCK OF SUISMON ST,Hyatt Place Pittsburgh-North Shore
Other,04/09/18 07:25 PM,MIDDLE ST AND FORELAND ST,Hyatt Place Pittsburgh-North Shore
Theft,04/09/18 05:40 PM,BELLEAU DR AND BELLEAU ST,Hyatt Place Pittsburgh-North Shore
Arrest,04/09/18 05:36 PM,BELLEAU DR AND BELLEAU ST,Hyatt Place Pittsburgh-North Shore
Theft,04/09/18 04:52 PM,PPG PL,Hyatt Place Pittsburgh-North Shore
Arrest,04/09/18 04:45 PM,1500 BLOCK OF BRIGHTON RD,Hyatt Place Pittsburgh-North Shore
Arrest,04/09/18 04:45 PM,1500 BLOCK OF BRIGHTON RD,Hyatt Place Pittsburgh-North Shore
Other,04/09/18 01:00 PM,400 BLOCK OF WOOD ST,Hyatt Place Pittsburgh-North Shore
Other,04/09/18 01:00 PM,400 BLOCK OF WOOD ST,Hyatt Place Pittsburgh-North Shore
Other,04/09/18 12:52 PM,400 BLOCK OF WOOD ST,Hyatt Place Pittsburgh-North Shore
Other,04/09/18 12:52 PM,400 BLOCK OF WOOD ST,Hyatt Place Pittsburgh-North Shore
Arrest,04/08/18 10:37 PM,LOCKHART ST AND MORAVIAN WAY,Hyatt Place Pittsburgh-North Shore
Theft,04/11/18 12:00 PM,00 BLOCK OF 6TH AND GRAND,Hampton Inn & Suites Pittsburgh - Downtown
Theft,04/10/18 10:00 PM,1700 BLOCK OF E 16TH ST,Hampton Inn & Suites Pittsburgh - Downtown
Theft,04/10/18 08:06 PM,100 BLOCK OF E 9TH ST,Hampton Inn & Suites Pittsburgh - Downtown
Theft,04/10/18 07:00 PM,200 BLOCK OF W VENICE BL,Hampton Inn & Suites Pittsburgh - Downtown
Theft,04/10/18 06:15 PM,300 BLOCK OF E 2ND ST,Hampton Inn & Suites Pittsburgh - Downtown
Theft,04/10/18 04:50 PM,00 BLOCK OF 6TH ST AND SAN PEDRO ST,Hampton Inn & Suites Pittsburgh - Downtown
Theft,04/10/18 04:15 PM,400 BLOCK OF E 11TH ST,Hampton Inn & Suites Pittsburgh - Downtown
Theft,04/10/18 03:30 PM,300 BLOCK OF W 2ND ST,Hampton Inn & Suites Pittsburgh - Downtown
Theft,04/10/18 02:40 PM,700 BLOCK OF W 7TH ST,Hampton Inn & Suites Pittsburgh - Downtown
Theft,04/10/18 01:10 PM,700 BLOCK OF S FIGUEROA ST,Hampton Inn & Suites Pittsburgh - Downtown
Theft,04/10/18 12:55 PM,700 BLOCK OF W 7TH ST,Hampton Inn & Suites Pittsburgh - Downtown
Assault,04/10/18 11:00 AM,600 BLOCK OF E 5TH ST,Hampton Inn & Suites Pittsburgh - Downtown
Theft,04/10/18 08:55 AM,100 BLOCK OF JAPANESE VILLAGE PLAZA ML,Hampton Inn & Suites Pittsburgh - Downtown
Theft,04/10/18 08:30 AM,00 BLOCK OF 9TH ST AND MAPLE,Hampton Inn & Suites Pittsburgh - Downtown
Robbery,04/10/18 08:05 AM,1100 BLOCK OF WALL ST,Hampton Inn & Suites Pittsburgh - Downtown
Robbery,04/10/18 12:07 AM,00 BLOCK OF BROADWAY AND 5TH ST,Hampton Inn & Suites Pittsburgh - Downtown
Assault,04/09/18 11:55 PM,500 BLOCK OF WALL ST,Hampton Inn & Suites Pittsburgh - Downtown
Theft,04/09/18 11:00 PM,300 BLOCK OF W 12TH ST,Hampton Inn & Suites Pittsburgh - Downtown
Theft,04/09/18 10:30 PM,1100 BLOCK OF MATEO ST,Hampton Inn & Suites Pittsburgh - Downtown
Theft,04/09/18 10:00 PM,00 BLOCK OF 3RD AND CENTRAL,Hampton Inn & Suites Pittsburgh - Downtown
Theft,04/09/18 08:30 PM,300 BLOCK OF E 2ND ST,Hampton Inn & Suites Pittsburgh - Downtown
Theft,04/09/18 05:14 PM,700 BLOCK OF W 7TH ST,Hampton Inn & Suites Pittsburgh - Downtown
Theft,04/09/18 01:50 PM,800 BLOCK OF S CENTRAL AV,Hampton Inn & Suites Pittsburgh - Downtown
Theft,04/09/18 11:20 AM,600 BLOCK OF S HILL ST,Hampton Inn & Suites Pittsburgh - Downtown
Theft,04/09/18 11:10 AM,1100 BLOCK OF E 14TH ST,Hampton Inn & Suites Pittsburgh - Downtown
Theft,04/09/18 11:05 AM,00 BLOCK OF 5TH AND MAPLE,Hampton Inn & Suites Pittsburgh - Downtown
Theft,04/09/18 09:30 AM,800 BLOCK OF N ALAMEDA ST,Hampton Inn & Suites Pittsburgh - Downtown
Burglary,04/09/18 09:00 AM,500 BLOCK OF CERES AV,Hampton Inn & Suites Pittsburgh - Downtown
Theft,04/09/18 08:30 AM,00 BLOCK OF 4TH AND MAIN,Hampton Inn & Suites Pittsburgh - Downtown
Theft,04/09/18 07:30 AM,400 BLOCK OF E 3RD ST,Hampton Inn & Suites Pittsburgh - Downtown
